"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","18.06206105","%","5580","0.515002185","16.85","19.27334619"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2014/15","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","14.84503713","%","5688","0.471428498","13.74","15.95383696"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.22440813","%","35324","0.191148408","14.77","15.67398919"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.73781987","%","31967","0.198264016","14.27","15.20413683"
"Proportion of adults who were victims of all CSEW crime ","White British","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.57775472","%","29993","0.203760903","14.1","15.05700036"
"Proportion of adults who were victims of all CSEW crime ","White Irish","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.28540033","%","287","2.231977739","12.04","22.53501197"
"Proportion of adults who were victims of all CSEW crime ","Gypsy or Irish Traveller","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","15","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Any other White background","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.43506034","%","1672","0.906315833","14.3","18.56671518"
"Proportion of adults who were victims of all CSEW crime ","Mixed","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","21.4240887","%","364","2.150528489","16.37","26.48213171"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Black Caribbean","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","20.54172264","%","135","3.477131529","12.36","28.719936"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Black African","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","44","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Mixed White and Asian","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.14703675","%","94","3.795261434","7.22","25.07349164"
"Proportion of adults who were victims of all CSEW crime ","Any other Mixed/Multiple ethnic background","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","25.92764434","%","91","4.593978014","15.12","36.73268063"
"Proportion of adults who were victims of all CSEW crime ","Asian","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","18.19091537","%","1790","0.911804073","16.05","20.33547855"
"Proportion of adults who were victims of all CSEW crime ","Indian","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.69595078","%","722","1.420296292","14.36","21.03648766"
"Proportion of adults who were victims of all CSEW crime ","Pakistani","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","22.51411668","%","428","2.018909566","17.77","27.26259198"
"Proportion of adults who were victims of all CSEW crime ","Bangladeshi","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.15945252","%","135","3.086573374","7.9","22.4190731"
"Proportion of adults who were victims of all CSEW crime ","Chinese","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.40770132","%","173","2.815684261","9.79","23.0301907"
"Proportion of adults who were victims of all CSEW crime ","Any other Asian background","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.30046005","%","332","1.975712413","10.65","19.94733565"
"Proportion of adults who were victims of all CSEW crime ","Black","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","18.60561218","%","902","1.295734266","15.56","21.65317917"
"Proportion of adults who were victims of all CSEW crime ","Black African","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","18.50345581","%","530","1.686778611","14.54","22.4707591"
"Proportion of adults who were victims of all CSEW crime ","Black Caribbean","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.76927687","%","311","2.066621576","10.91","20.62997082"
"Proportion of adults who were victims of all CSEW crime ","Any other Black background","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","30.87799485","%","61","5.915177642","16.97","44.79049267"
"Proportion of adults who were victims of all CSEW crime ","Other ","ONS 2011  5 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.99538078","%","242","2.414398194","11.32","22.67404533"
"Proportion of adults who were victims of all CSEW crime ","Arab","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","10.04579177","%","87","3.222873075","2.47","17.62598924"
"Proportion of adults who were victims of all CSEW crime ","Any other ethnic group","ONS 2011 18 + 1","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","21.21433352","%","155","3.283767904","13.49","28.93775563"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16-24","All","All","21.40411595","%","2514","0.818023749","19.48","23.32810781"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","25-34","All","All","19.58631877","%","5003","0.561081733","18.27","20.90598301"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","35-44","All","All","16.8041936","%","5562","0.501353515","15.63","17.98337707"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","45-54","All","All","16.51701183","%","6131","0.474240975","15.4","17.6324266"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","55-64","All","All","12.77056938","%","5686","0.44262223","11.73","13.81161686"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","65-74","All","All","8.76361714","%","5863","0.369288497","7.9","9.632183686"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","75+","All","All","5.51930422","%","4565","0.337981802","4.72","6.314237418"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","Male","16+","All","All","15.55584675","%","16068","0.285924065","14.88","16.22834015"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","Female","16+","All","All","14.90735012","%","19256","0.256662968","14.3","15.51102142"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","15.71715067","%","12251","0.328829478","14.94","16.4905576"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","14.33596405","%","8216","0.386618385","13.43","15.24529049"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","14.6047587","%","12288","0.318583608","13.86","15.35406735"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","14.08160849","%","1236","0.9893728","11.75","16.40861331"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","19.81933332","%","1093","1.205783319","16.98","22.65533569"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","13.17068736","%","240","2.182889647","8.04","18.30484381"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","14.43665349","%","3690","0.578580729","13.08","15.79747536"
"Proportion of adults who were victims of all CSEW crime ","All","n/a","2015/16","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","13.83643599","%","6842","0.417428802","12.85","14.81822853"
